ds_name,method,text-tab
prod_sent,ensemble_50,-0.039860844701922415
prod_sent,ensemble_75,0.27414103313515725
prod_sent,stack,-0.6756447656808842
prod_sent,baseline,-0.312851335303164
prod_sent,all_text,-0.7454560827801469
prod_sent,ensemble_25,-0.6969735199798578
prod_sent,ensemble_50,-0.24269878716696658
prod_sent,ensemble_75,0.21157594564592236
prod_sent,stack,-0.8630441199168384
prod_sent,baseline,-0.476061682509074
prod_sent,all_text,-0.4996957603818737
prod_sent,ensemble_25,-0.2320595943784674
prod_sent,ensemble_50,0.20374541161914972
prod_sent,ensemble_75,0.6395504176167668
prod_sent,stack,-0.6756447656808842
prod_sent,baseline,-0.6844057851731324
prod_sent,all_text,-0.4880111575615591
prod_sent,ensemble_25,-0.2427388957186003
prod_sent,ensemble_50,0.18238680893888382
prod_sent,ensemble_75,0.6075125135963679
prod_sent,stack,-0.6756447656808842
prod_sent,baseline,-0.7996424841076077
prod_sent,all_text,-0.46779433900257567
prod_sent,ensemble_25,-0.24981868687983233
prod_sent,ensemble_50,0.16822722661642098
prod_sent,ensemble_75,0.5862731401126733
prod_sent,stack,-0.6583273281724205
prod_sent,baseline,-0.8451101248821942
prod_sent,all_text,-0.6198923774156719
prod_sent,ensemble_25,-0.2998459894625803
prod_sent,ensemble_50,0.06817262145092429
prod_sent,ensemble_75,0.4361912323644279
prod_sent,stack,-0.6756447656808842
prod_sent,baseline,-0.6839858712075513
prod_sent,all_text,-0.4865702217281795
prod_sent,ensemble_25,-0.34354436550721124
prod_sent,ensemble_50,-0.019224130638337777
prod_sent,ensemble_75,0.3050961042305345
prod_sent,stack,-0.6756447656808842
prod_sent,baseline,-0.6684637162528815
prod_sent,all_text,-0.5107053834991531
prod_sent,ensemble_25,-0.2637000574214716
prod_sent,ensemble_50,0.1404644855331414
prod_sent,ensemble_75,0.5446290284877539
prod_sent,stack,-0.6756447656926106
prod_sent,baseline,-0.1369626623345539
prod_sent,all_text,-0.5630560735822656
prod_sent,ensemble_25,-0.6051536539114826
prod_sent,ensemble_50,-0.0608777171939503
prod_sent,ensemble_75,0.4833982195235859
prod_sent,stack,-1.1906379829759421
prod_sent,baseline,-0.31378914822519943
prod_sent,all_text,-0.757397296334384
prod_sent,ensemble_25,-0.614048449669846
prod_sent,ensemble_50,-0.07684864654694434
prod_sent,ensemble_75,0.46035115657595727
prod_sent,stack,-0.8630441199168384
prod_sent,baseline,-0.060451485692707974
prod_sent,all_text,-0.49404701011022545
prod_sent,ensemble_25,-0.6959706495061335
prod_sent,ensemble_50,-0.2425117083832507
prod_sent,ensemble_75,0.21094723273963412
prod_sent,stack,-1.2558517870310861
prod_sent,baseline,-0.5187152305893201
prod_sent,all_text,-0.49392826716881244
prod_sent,ensemble_25,-0.25588544017601367
prod_sent,ensemble_50,0.15609372002405753
prod_sent,ensemble_75,0.568072880224128
prod_sent,stack,-0.6756447656808842
kick,baseline,0.09232567646383147
kick,all_text,0.17718129344895714
